שם הקובץ,נתיב הקובץ,תיקיית המקור
שות ביכורי אברהם.txt,אוצריא/שות/אחרונים/שות ביכורי אברהם.txt,Dicta
שות זכרון יהודה.txt,אוצריא/שות/אחרונים/שות זכרון יהודה.txt,Dicta
מהריא הלוי חלק א.txt,אוצריא/שות/אחרונים/מהריא הלוי חלק א.txt,Dicta
שות מהראל צינץ.txt,אוצריא/שות/אחרונים/שות מהראל צינץ.txt,Dicta
שות רבי אליהו מזרחי (ראם).txt,אוצריא/שות/אחרונים/שות רבי אליהו מזרחי (ראם).txt,Dicta
בית הלוי חלק ב.txt,אוצריא/שות/אחרונים/בית הלוי חלק ב.txt,Dicta
שאגת אריה.txt,אוצריא/שות/אחרונים/שאגת אריה.txt,Dicta
דברי פנחס.txt,אוצריא/שות/אחרונים/דברי פנחס.txt,Dicta
שות שואל ונשאל חלק א.txt,אוצריא/שות/אחרונים/שות שואל ונשאל חלק א.txt,Dicta
אספת גאונים.txt,אוצריא/שות/אחרונים/אספת גאונים.txt,Dicta
אמרי שפר קלצקין.txt,אוצריא/שות/אחרונים/אמרי שפר קלצקין.txt,Dicta
מעיל צדקה.txt,אוצריא/שות/אחרונים/מעיל צדקה.txt,Dicta
בשמים ראש.txt,אוצריא/שות/אחרונים/בשמים ראש.txt,Dicta
שערי בנימין.txt,אוצריא/שות/אחרונים/שערי בנימין.txt,Dicta
ארצות יהודה.txt,אוצריא/שות/אחרונים/ארצות יהודה.txt,Dicta
תשובה שלמה - א.txt,אוצריא/שות/אחרונים/תשובה שלמה - א.txt,Dicta
בית שלמה אורח חיים.txt,אוצריא/שות/אחרונים/בית שלמה אורח חיים.txt,Dicta
שארית יוסף.txt,אוצריא/שות/אחרונים/שארית יוסף.txt,Dicta
אוהב משפט חלק א.txt,אוצריא/שות/אחרונים/אוהב משפט חלק א.txt,Dicta
שות אבן שתיה.txt,אוצריא/שות/אחרונים/שות אבן שתיה.txt,Dicta
שות מהרם בן חביב.txt,אוצריא/שות/אחרונים/שות מהרם בן חביב.txt,Dicta
שות ברוך השם.txt,אוצריא/שות/אחרונים/שות ברוך השם.txt,Dicta
נושא האפוד.txt,אוצריא/שות/אחרונים/נושא האפוד.txt,Dicta
באר משה (דנשבסקי) ב.txt,אוצריא/שות/אחרונים/באר משה (דנשבסקי) ב.txt,Dicta
שות עטרת חכמים חלק א.txt,אוצריא/שות/אחרונים/שות עטרת חכמים חלק א.txt,Dicta
צדקה ומשפט.txt,אוצריא/שות/אחרונים/צדקה ומשפט.txt,Dicta
אמרי בינה הוספות בסוף השות.txt,אוצריא/שות/אחרונים/אמרי בינה הוספות בסוף השות.txt,Dicta
שות עצי ברושים.txt,אוצריא/שות/אחרונים/שות עצי ברושים.txt,Dicta
שות תעלומות לב חלק א.txt,אוצריא/שות/אחרונים/שות תעלומות לב חלק א.txt,Dicta
שושנת העמקים.txt,אוצריא/שות/אחרונים/שושנת העמקים.txt,Dicta
תשובות מהרים.txt,אוצריא/שות/אחרונים/תשובות מהרים.txt,Dicta
שות דברי יוסף.txt,אוצריא/שות/אחרונים/שות דברי יוסף.txt,Dicta
השיב משה אורח חיים.txt,אוצריא/שות/אחרונים/השיב משה אורח חיים.txt,Dicta
עמק יהושע חלק א.txt,אוצריא/שות/אחרונים/עמק יהושע חלק א.txt,Dicta
בית שערים אורח חיים.txt,אוצריא/שות/אחרונים/בית שערים אורח חיים.txt,Dicta
בית יצחק חושן משפט.txt,אוצריא/שות/אחרונים/בית יצחק חושן משפט.txt,Dicta
בית יצחק אבן העזר חלק א.txt,אוצריא/שות/אחרונים/בית יצחק אבן העזר חלק א.txt,Dicta
ויוסף אברהם.txt,אוצריא/שות/אחרונים/ויוסף אברהם.txt,Dicta
אבקת רוכל.txt,אוצריא/שות/אחרונים/אבקת רוכל.txt,Dicta
שות רבז יורה דעה.txt,אוצריא/שות/אחרונים/שות רבז יורה דעה.txt,Dicta
שות שתי הלחם.txt,אוצריא/שות/אחרונים/שות שתי הלחם.txt,Dicta
בנין של שמחה.txt,אוצריא/שות/אחרונים/בנין של שמחה.txt,Dicta
צרור החיים (לונשטם).txt,אוצריא/שות/אחרונים/צרור החיים (לונשטם).txt,Dicta
שות מהרף.txt,אוצריא/שות/אחרונים/שות מהרף.txt,Dicta
משיבת נפש חלק א.txt,אוצריא/שות/אחרונים/משיבת נפש חלק א.txt,Dicta
דבר אליהו (קלאצקין).txt,אוצריא/שות/אחרונים/דבר אליהו (קלאצקין).txt,Dicta
הגהות על שות רבינו משולם איגרא.txt,אוצריא/שות/אחרונים/הגהות על שות רבינו משולם איגרא.txt,Dicta
שות ברית עולם.txt,אוצריא/שות/אחרונים/שות ברית עולם.txt,Dicta
שות עטרת חכמים חלק ב.txt,אוצריא/שות/אחרונים/שות עטרת חכמים חלק ב.txt,Dicta
שות רבי משולם איגרא.txt,אוצריא/שות/אחרונים/שות רבי משולם איגרא.txt,Dicta
כפי אהרן חלק ב.txt,אוצריא/שות/אחרונים/כפי אהרן חלק ב.txt,Dicta
אהל אברהם.txt,אוצריא/שות/אחרונים/אהל אברהם.txt,Dicta
שות מהרש אלפנדרי.txt,אוצריא/שות/אחרונים/שות מהרש אלפנדרי.txt,Dicta
שופריה דיעקב חלק א.txt,אוצריא/שות/אחרונים/שופריה דיעקב חלק א.txt,Dicta
בן פורת חלק ב.txt,אוצריא/שות/אחרונים/בן פורת חלק ב.txt,Dicta
בית יצחק אורח חיים.txt,אוצריא/שות/אחרונים/בית יצחק אורח חיים.txt,Dicta
רדך.txt,אוצריא/שות/אחרונים/רדך.txt,Dicta
שות תעלומות לב חלק ב.txt,אוצריא/שות/אחרונים/שות תעלומות לב חלק ב.txt,Dicta
שות מהרם פדווא.txt,אוצריא/שות/אחרונים/שות מהרם פדווא.txt,Dicta
טוב טעם ודעת.txt,אוצריא/שות/אחרונים/טוב טעם ודעת.txt,Dicta
שות ישועות מלכו.txt,אוצריא/שות/אחרונים/שות ישועות מלכו.txt,Dicta
בית רידבז.txt,אוצריא/שות/אחרונים/בית רידבז.txt,Dicta
עבודת הגרשוני.txt,אוצריא/שות/אחרונים/עבודת הגרשוני.txt,Dicta
שות מהראש.txt,אוצריא/שות/אחרונים/שות מהראש.txt,Dicta
תשובה שלמה - ב.txt,אוצריא/שות/אחרונים/תשובה שלמה - ב.txt,Dicta
נאות דשא.txt,אוצריא/שות/אחרונים/נאות דשא.txt,Dicta
שות די השב.txt,אוצריא/שות/אחרונים/שות די השב.txt,Dicta
באר משה (דנשבסקי) א.txt,אוצריא/שות/אחרונים/באר משה (דנשבסקי) א.txt,Dicta
שות רבינו בצלאל אשכנזי.txt,אוצריא/שות/אחרונים/שות רבינו בצלאל אשכנזי.txt,Dicta
בית שערים יורה דעה חלק ב.txt,אוצריא/שות/אחרונים/בית שערים יורה דעה חלק ב.txt,Dicta
השיב משה אבן העזר.txt,אוצריא/שות/אחרונים/השיב משה אבן העזר.txt,Dicta
חוט השני.txt,אוצריא/שות/אחרונים/חוט השני.txt,Dicta
משנה שכיר חלק א.txt,אוצריא/שות/אחרונים/משנה שכיר חלק א.txt,Dicta
ברכת רצה.txt,אוצריא/שות/אחרונים/ברכת רצה.txt,Dicta
נאות יעקב חלק א.txt,אוצריא/שות/אחרונים/נאות יעקב חלק א.txt,Dicta
שות האדמור הזקן.txt,אוצריא/שות/אחרונים/שות האדמור הזקן.txt,Dicta
יש מאין חלק ב.txt,אוצריא/שות/אחרונים/יש מאין חלק ב.txt,Dicta
שות מהרם אלשיך.txt,אוצריא/שות/אחרונים/שות מהרם אלשיך.txt,Dicta
שופריה דיעקב חלק ב.txt,אוצריא/שות/אחרונים/שופריה דיעקב חלק ב.txt,Dicta
שות מוצל מאש (רבי יעקב אלפנדרי).txt,אוצריא/שות/אחרונים/שות מוצל מאש (רבי יעקב אלפנדרי).txt,Dicta
גבעת הלבונה.txt,אוצריא/שות/אחרונים/גבעת הלבונה.txt,Dicta
שות נשאל דוד.txt,אוצריא/שות/אחרונים/שות נשאל דוד.txt,Dicta
שות רבז אורח חיים.txt,אוצריא/שות/אחרונים/שות רבז אורח חיים.txt,Dicta
ראשית בכורים.txt,אוצריא/שות/אחרונים/ראשית בכורים.txt,Dicta
כתב סופר יורה דעה.txt,אוצריא/שות/אחרונים/כתב סופר/כתב סופר יורה דעה.txt,Dicta
מהרש חלק ד.txt,אוצריא/שות/אחרונים/מהרש/מהרש חלק ד.txt,Dicta
מהרש חלק ג.txt,אוצריא/שות/אחרונים/מהרש/מהרש חלק ג.txt,Dicta
דברי מלכיאל חלק א.txt,אוצריא/שות/אחרונים/דברי מלכיאל/דברי מלכיאל חלק א.txt,Dicta
שות דברי מלכיאל חלק ב.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ב.txt,Dicta
שות דברי מלכיאל חלק ד.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ד.txt,Dicta
דברי מלכיאל חלק ג.txt,אוצריא/שות/אחרונים/דברי מלכיאל/דברי מלכיאל חלק ג.txt,Dicta
שות דברי מלכיאל חלק ה .txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ה .txt,Dicta
שות הלכות קטנות חלק ב.txt,אוצריא/שות/אחרונים/הלכות קטנות/שות הלכות קטנות חלק ב.txt,Dicta
שות הלכות קטנות חלק א.txt,אוצריא/שות/אחרונים/הלכות קטנות/שות הלכות קטנות חלק א.txt,Dicta
שות שבות יעקב חלק ג.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק ג.txt,Dicta
שות שבות יעקב חלק א.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק א.txt,Dicta
שות שבות יעקב חלק ב.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק ב.txt,Dicta
שות בית אפרים אורח חיים.txt,אוצריא/שות/אחרונים/בית אפרים/שות בית אפרים אורח חיים.txt,Dicta
שות מהרשם חלק ג.txt,אוצריא/שות/אחרונים/מהרשם/שות מהרשם חלק ג.txt,Dicta
שות מהרשם חלק ב.txt,אוצריא/שות/אחרונים/מהרשם/שות מהרשם חלק ב.txt,Dicta
שות מהרשם חלק א.txt,אוצריא/שות/אחרונים/מהרשם/שות מהרשם חלק א.txt,Dicta
אבני נזר אבן העזר.txt,אוצריא/שות/אחרונים/אבני נזר/אבני נזר אבן העזר.txt,Dicta
אחיעזר חלק ג.txt,אוצריא/שות/אחרונים/אחיעזר/אחיעזר חלק ג.txt,Dicta
שות אגודת אזוב אורח חיים.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב אורח חיים.txt,Dicta
שות אגודת אזוב יורה דעה.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב יורה דעה.txt,Dicta
מביט חלק ב.txt,אוצריא/שות/אחרונים/מביט/מביט חלק ב.txt,Dicta
מביט חלק ג.txt,אוצריא/שות/אחרונים/מביט/מביט חלק ג.txt,Dicta
מביט חלק א.txt,אוצריא/שות/אחרונים/מביט/מביט חלק א.txt,Dicta
שות חוט המשולש חלק א.txt,אוצריא/שות/אחרונים/חוט המשולש/שות חוט המשולש חלק א.txt,Dicta
שות זכרון יהודה.txt,אוצריא/שות/ראשונים/שות זכרון יהודה.txt,Dicta
שות הריף.txt,אוצריא/שות/ראשונים/שות הריף.txt,Dicta
ברכת אברהם.txt,אוצריא/שות/ראשונים/ברכת אברהם.txt,Dicta
שות פאר הדור.txt,אוצריא/שות/ראשונים/רמבם/שות פאר הדור.txt,Dicta
קיצור מחברת הקודש.txt,אוצריא/קבלה/ספרי קבלה נוספים/קיצור מחברת הקודש.txt,Dicta
שדי חמד קונטרס כללי הפוסקים.txt,אוצריא/ספרות עזר/אנציקלופדיות/שדי חמד/שדי חמד קונטרס כללי הפוסקים.txt,Dicta
בתי מדרשות -מדרשים קצרים.txt,אוצריא/מדרש/אגדה/בתי מדרשות -מדרשים קצרים.txt,OnYourWay
מדרש זוטא.txt,אוצריא/מדרש/אגדה/מדרש זוטא.txt,OnYourWay
בתי מדרשות חלק ב - מכילתא.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מכילתא.txt,OnYourWay
בתי מדרשות חלק ב - ברייתא דמזלות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - ברייתא דמזלות.txt,OnYourWay
בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,OnYourWay
בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,OnYourWay
בתי מדרשות חלק ב - מדרש מנין.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש מנין.txt,OnYourWay
בתי מדרשות חלק א - שלש פסיקתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - שלש פסיקתות.txt,OnYourWay
