שם ספר,דור,קטגוריה,נתיב הספר,,,,,,,,,,,,,,,,,,,
אברבנאל על צפניה,ראשונים,תנך,תנך\ראשונים\אברבנאל\נביאים\אברבנאל על צפניה.txt,,,,,,,,,,,,,,,,,,,
אברבנאל על שופטים,ראשונים,תנך,תנך\ראשונים\אברבנאל\נביאים\אברבנאל על שופטים.txt,,,,,,,,,,,,,,,,,,,
אברבנאל על שמואל א,ראשונים,תנך,תנך\ראשונים\אברבנאל\נביאים\אברבנאל על שמואל א.txt,,,,,,,,,,,,,,,,,,,
אברבנאל על שמואל ב,ראשונים,תנך,תנך\ראשונים\אברבנאל\נביאים\אברבנאל על שמואל ב.txt,,,,,,,,,,,,,,,,,,,
אברבנאל על תורה,ראשונים,תנך,תנך\ראשונים\אברבנאל\אברבנאל על תורה.txt,,,,,,,,,,,,,,,,,,,
אגדת בראשית,חזל,מדרש,מדרש\אגדה\אגדת בראשית.txt,,,,,,,,,,,,,,,,,,,
אגודות אזוב מדברי,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אגודות אזוב מדברי.txt,,,,,,,,,,,,,,,,,,,
אגרא דכלה,אחרונים,חסידות,חסידות\ספרי חסידות נוספים\אגרא דכלה.txt,,,,,,,,,,,,,,,,,,,
אגרות משה אורח חיים א,מחברי זמננו,שות,שות\מחברי זמננו\אגרות משה\אגרות משה אורח חיים א.txt,,,,,,,,,,,,,,,,,,,
אגרות משה אורח חיים ב,מחברי זמננו,שות,שות\מחברי זמננו\אגרות משה\אגרות משה אורח חיים ב.txt,,,,,,,,,,,,,,,,,,,
אגרות משה אורח חיים ג,מחברי זמננו,שות,שות\מחברי זמננו\אגרות משה\אגרות משה אורח חיים ג.txt,,,,,,,,,,,,,,,,,,,
אגרות משה אורח חיים ד,מחברי זמננו,שות,שות\מחברי זמננו\אגרות משה\אגרות משה אורח חיים ד.txt,,,,,,,,,,,,,,,,,,,
אגרות משה אורח חיים ה,מחברי זמננו,שות,שות\מחברי זמננו\אגרות משה\אגרות משה אורח חיים ה.txt,,,,,,,,,,,,,,,,,,,
אגרות צפון,אחרונים,מחשבת ישראל,מחשבת ישראל\אחרונים\רשר הירש\אגרות צפון.txt,,,,,,,,,,,,,,,,,,,
אגרת אל הרמבן מרבי אברהם גאון,ראשונים,קבלה,קבלה\ספרי קבלה נוספים\אגרת אל הרמבן מרבי אברהם גאון.txt,,,,,,,,,,,,,,,,,,,
אגרת אל עשרת השבטים,אחרונים,מחשבת ישראל,מחשבת ישראל\אחרונים\אגרת אל עשרת השבטים.txt,,,,,,,,,,,,,,,,,,,
אגרת הגרא,אחרונים,ספרי מוסר,ספרי מוסר\אחרונים\אגרת הגרא.txt,,,,,,,,,,,,,,,,,,,
אגרת הקדש,אחרונים,חסידות,חסידות\חבד\אגרת הקדש.txt,,,,,,,,,,,,,,,,,,,
אגרת הרמבן,ראשונים,ספרי מוסר,ספרי מוסר\ראשונים\אגרת הרמבן.txt,,,,,,,,,,,,,,,,,,,
אגרת הרמבן לבנו,ראשונים,ספרי מוסר,ספרי מוסר\ראשונים\אגרת הרמבן לבנו.txt,,,,,,,,,,,,,,,,,,,
אגרת השבת,ראשונים,הלכה,הלכה\ראשונים\אגרת השבת.txt,,,,,,,,,,,,,,,,,,,
אגרת התשובה,אחרונים,חסידות,חסידות\חבד\אגרת התשובה.txt,,,,,,,,,,,,,,,,,,,
אגרת התשובה לרבינו יונה,ראשונים,ספרי מוסר,ספרי מוסר\ראשונים\אגרת התשובה לרבינו יונה.txt,,,,,,,,,,,,,,,,,,,
אגרת וזאת ליהודה,אחרונים,קבלה,קבלה\אגרת וזאת ליהודה.txt,,,,,,,,,,,,,,,,,,,
אגרת רב שרירא גאון,ראשונים,שות,שות\גאונים\אגרת רב שרירא גאון.txt,,,,,,,,,,,,,,,,,,,
אגרת שמואל על רות,אחרונים,תנך,תנך\אחרונים\אגרת שמואל על רות.txt,,,,,,,,,,,,,,,,,,,
אדמת קודש,אחרונים,שות,שות\אחרונים\אדמת קודש.txt,,,,,,,,,,,,,,,,,,,
אדרא זוטא,חזל,קבלה,קבלה\זהר\אדרא זוטא.txt,,,,,,,,,,,,,,,,,,,
אדרת אליהו,אחרונים,תנך,תנך\אחרונים\אדרת אליהו\אדרת אליהו.txt,,,,,,,,,,,,,,,,,,,
אדרת אליהו (ר יוסף חיים),אחרונים,תנך,תנך\אחרונים\אדרת אליהו (ר יוסף חיים).txt,,,,,,,,,,,,,,,,,,,
אהבת דוד,אחרונים,ספרי מוסר,ספרי מוסר\אחרונים\אהבת דוד.txt,,,,,,,,,,,,,,,,,,,
אהבת חסד,אחרונים,הלכה,הלכה\אחרונים\אהבת חסד.txt,,,,,,,,,,,,,,,,,,,
אהבת יהונתן,אחרונים,תנך,תנך\אחרונים\אהבת יהונתן.txt,,,,,,,,,,,,,,,,,,,
אהבת ישראל,אחרונים,ספרי מוסר,ספרי מוסר\אחרונים\אהבת ישראל.txt,,,,,,,,,,,,,,,,,,,
אהל אברהם,אחרונים,שות,שות\אחרונים\אהל אברהם.txt,,,,,,,,,,,,,,,,,,,
אהל יעקב על התורה,אחרונים,תנך,תנך\אחרונים\אהל יעקב על התורה.txt,,,,,,,,,,,,,,,,,,,
אוהב ישראל,אחרונים,חסידות,חסידות\ספרי חסידות נוספים\אוהב ישראל.txt,,,,,,,,,,,,,,,,,,,
אוהב משפט חלק א,אחרונים,שות,שות\אחרונים\אוהב משפט חלק א.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הלכות דעות,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הלכות דעות.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הלכות יסודי התורה,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הלכות יסודי התורה.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הלכות עבדים,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הלכות עבדים.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הלכות עבודה זרה,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הלכות עבודה זרה.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הלכות תלמוד תורה,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הלכות תלמוד תורה.txt,,,,,,,,,,,,,,,,,,,
אוצר המלך על הקדמת הרמבם,אחרונים,הלכה,הלכה\משנה תורה\מפרשים\אוצר המלך\אוצר המלך על הקדמת הרמבם.txt,,,,,,,,,,,,,,,,,,,
אוצר לעזי רשי,אחרונים,ספרות עזר,ספרות עזר\מילונים\אוצר לעזי רשי.txt,,,,,,,,,,,,,,,,,,,
אוצר מדרשים,חזל,מדרש,מדרש\אגדה\אוצר מדרשים.txt,,,,,,,,,,,,,,,,,,,
‏‏אוצרות יוסף יורה דעה,אחרונים,הלכה,הלכה\שולחן ערוך\מפרשים\‏‏אוצרות יוסף יורה דעה.txt,,,,,,,,,,,,,,,,,,,
אור ה,ראשונים,מחשבת ישראל,מחשבת ישראל\ראשונים\אור ה.txt,,,,,,,,,,,,,,,,,,,
אור החיים על במדבר,אחרונים,תנך,תנך\אחרונים\אור החיים\תורה\אור החיים על במדבר.txt,,,,,,,,,,,,,,,,,,,
אור החיים על בראשית,אחרונים,תנך,תנך\אחרונים\אור החיים\תורה\אור החיים על בראשית.txt,,,,,,,,,,,,,,,,,,,
אור החיים על דברים,אחרונים,תנך,תנך\אחרונים\אור החיים\תורה\אור החיים על דברים.txt,,,,,,,,,,,,,,,,,,,
אור החיים על ויקרא,אחרונים,תנך,תנך\אחרונים\אור החיים\תורה\אור החיים על ויקרא.txt,,,,,,,,,,,,,,,,,,,
אור החיים על שמות,אחרונים,תנך,תנך\אחרונים\אור החיים\תורה\אור החיים על שמות.txt,,,,,,,,,,,,,,,,,,,
אור החמה על ספר הזהר,אחרונים,קבלה,קבלה\זהר\אור החמה על ספר הזהר.txt,,,,,,,,,,,,,,,,,,,
אור הישר (זבחים),אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\סדר קדשים\אור הישר (זבחים).txt,,,,,,,,,,,,,,,,,,,
אור הישר (זרעים),אחרונים,משנה,משנה\אחרונים\אור הישר (זרעים).txt,,,,,,,,,,,,,,,,,,,
אור הישר (טהרות),אחרונים,משנה,משנה\אחרונים\אור הישר (טהרות).txt,,,,,,,,,,,,,,,,,,,
אור הישר (ירושלמי),אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\אור הישר (ירושלמי).txt,,,,,,,,,,,,,,,,,,,
אור הישר (תנך),אחרונים,תנך,תנך\אחרונים\אור הישר (תנך).txt,,,,,,,,,,,,,,,,,,,
אור הישר על אבות דרבי נתן,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על אבות דרבי נתן.txt,,,,,,,,,,,,,,,,,,,
אור הישר על בבא בתרא,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על בבא בתרא.txt,,,,,,,,,,,,,,,,,,,
אור הישר על בבא מציעא,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על בבא מציעא.txt,,,,,,,,,,,,,,,,,,,
אור הישר על בבא קמא,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על בבא קמא.txt,,,,,,,,,,,,,,,,,,,
אור הישר על בכורות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\סדר קדשים\אור הישר על בכורות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על גיטין,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על גיטין.txt,,,,,,,,,,,,,,,,,,,
אור הישר על הוריות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על הוריות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על חולין,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\סדר קדשים\אור הישר על חולין.txt,,,,,,,,,,,,,,,,,,,
אור הישר על יבמות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על יבמות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על כתובות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על כתובות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מכות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מכות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת גרים,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת גרים.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת דרך ארץ זוטא,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת דרך ארץ זוטא.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת דרך ארץ רבה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת דרך ארץ רבה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת כותים,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת כותים.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת כלה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת כלה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת כלה רבתי,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת כלה רבתי.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת סופרים,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת סופרים.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת ספר תורה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת ספר תורה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת עבדים,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת עבדים.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת ציצית,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת ציצית.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת שמחות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת שמחות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על מסכת תפילין,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על מסכת תפילין.txt,,,,,,,,,,,,,,,,,,,
אור הישר על משנה אבות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על משנה אבות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על משנה עדיות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על משנה עדיות.txt,,,,,,,,,,,,,,,,,,,
אור הישר על נדה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על נדה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על נדרים,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על נדרים.txt,,,,,,,,,,,,,,,,,,,
אור הישר על נזיר,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על נזיר.txt,,,,,,,,,,,,,,,,,,,
אור הישר על סוטה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על סוטה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על סנהדרין,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על סנהדרין.txt,,,,,,,,,,,,,,,,,,,
אור הישר על עבודה זרה,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על עבודה זרה.txt,,,,,,,,,,,,,,,,,,,
אור הישר על קידושין,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על קידושין.txt,,,,,,,,,,,,,,,,,,,
אור הישר על שבועות,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\אור הישר\אור הישר על שבועות.txt,,,,,,,,,,,,,,,,,,,
אור המאיר,אחרונים,חסידות,חסידות\ספרי חסידות נוספים\אור המאיר.txt,,,,,,,,,,,,,,,,,,,
אור המאיר דברים,אחרונים,תנך,תנך\אחרונים\אור המאיר\אור המאיר דברים.txt,,,,,,,,,,,,,,,,,,,
אור המאיר ויקרא,אחרונים,תנך,תנך\אחרונים\אור המאיר\אור המאיר ויקרא.txt,,,,,,,,,,,,,,,,,,,
אור המאיר על במדבר,אחרונים,תנך,תנך\אחרונים\אור המאיר\אור המאיר על במדבר.txt,,,,,,,,,,,,,,,,,,,
אור המאיר על בראשית,אחרונים,תנך,תנך\אחרונים\אור המאיר\אור המאיר על בראשית.txt,,,,,,,,,,,,,,,,,,,
אור המאיר על שמות,אחרונים,תנך,תנך\אחרונים\אור המאיר\אור המאיר על שמות.txt,,,,,,,,,,,,,,,,,,,
אור הצפון,אחרונים,ספרי מוסר,ספרי מוסר\אחרונים\אור הצפון.txt,,,,,,,,,,,,,,,,,,,
אור השכל,אחרונים,קבלה,קבלה\אור השכל.txt,,,,,,,,,,,,,,,,,,,
אור זרוע,ראשונים,הלכה,הלכה\ראשונים\אור זרוע.txt,,,,,,,,,,,,,,,,,,,
אור זרוע לצדיק,אחרונים,חסידות,חסידות\ר' צדוק הכוהן\אור זרוע לצדיק.txt,,,,,,,,,,,,,,,,,,,
